//Branch,Name,FrEnode,ToEnode,Circuit,Voltage,Resistance,Reactance,NormalLimit,CtgLimit,Solve,Enforce,Monitor,Switchable,Penalty,AngleLimit,Hvdc,CID
6173 6175,6173 CORINTH2A 69 6175 ANSN2A 69,6173,6175,1,69,0.04499,0.1067,66.6666666666667,66.6666666666667,1,1,,,,,,
6175 6176,6175 ANSN2A 69 6176 ANSO2A 69,6175,6176,1,69,0.02777,0.03845,59.2222222222222,59.2222222222222,1,1,,,,,,
6175 6180,6175 ANSN2A 69 6180 RADIUM2A 69,6175,6180,1,69,0.08618,0.11272,42.2222222222222,42.2222222222222,1,1,,,,,,
6176 60430,6176 ANSO2A 69 60430 ZELO2A 69,6176,60430,1,69,0.021312,0.123977,42.2222222222222,42.2222222222222,1,1,,,,,,
6176 6238,6176 ANSO2A 69 6238 EXHA2A 69,6176,6238,1,69,0.09655,0.13235,42.2222222222222,42.2222222222222,1,1,,,,,,
6178 6210,6178 NINEMILE2A 69 6210 HUB22A 69,6178,6210,1,69,0.01997,0.04662,67.7777777777778,67.7777777777778,1,1,,,,,,
6178 6211,6178 NINEMILE2A 69 6211 SPILLWA2A 69,6178,6211,1,69,0.07498,0.17607,67.7777777777778,67.7777777777778,1,1,,,,,,
618 1559,618 LONESTAR 138 1559 ALVORD_T8 138,618,1559,1,138,0.00114,0.00662,217.777777777778,217.777777777778,1,1,,,,,,
618 1561,618 LONESTAR 138 1561 ALVORD1_8 138,618,1561,1,138,1e-05,1e-04,233.333333333333,233.333333333333,1,1,,,,,,
6180 1398,6180 RADIUM2A 69 1398 RADIUMMT_8 138,6180,1398,1,138,0.0046,0.1389,70,76.6666666666667,1,1,,,,,,
6180 6183,6180 RADIUM2A 69 6183 HAMR2A 69,6180,6183,1,69,0.18092,0.236679,42.2222222222222,42.2222222222222,1,1,,,,,,
6182 6184,6182 HAMTXCO2 69 6184 HAMTXTP2A 69,6182,6184,1,69,0.05953,0.08007,42.2222222222222,42.2222222222222,1,1,,,,,,
6183 6185,6183 HAMR2A 69 6185 HAMLIN2A 69,6183,6185,1,69,0.01733,0.02267,42.2222222222222,42.2222222222222,1,1,,,,,,
6184 6185,6184 HAMTXTP2A 69 6185 HAMLIN2A 69,6184,6185,1,69,0.07435,0.1,42.2222222222222,42.2222222222222,1,1,,,,,,
6184 6186,6184 HAMTXTP2A 69 6186 SHHA2A 69,6184,6186,1,69,0.00203,0.00273,42.2222222222222,42.2222222222222,1,1,,,,,,
6185 6193,6185 HAMLIN2A 69 6193 PLST2A 69,6185,6193,1,69,0.08116,0.10745,42.2222222222222,42.2222222222222,1,1,,,,,,
6186 6187,6186 SHHA2A 69 6187 CONA2A 69,6186,6187,1,69,0.14926,0.1392,33.3333333333333,33.3333333333333,1,1,,,,,,
6192 6194,6192 RONDTOP2 69 6194 RONDTPT2A 69,6192,6194,1,69,0.0334,0.04623,42.2222222222222,42.2222222222222,1,1,,,,,,
6193 6194,6193 PLST2A 69 6194 RONDTPT2A 69,6193,6194,1,69,0.05905,0.07818,42.2222222222222,42.2222222222222,1,1,,,,,,
6194 6195,6194 RONDTPT2A 69 6195 ROBY2A 69,6194,6195,1,69,0.13685,0.18119,42.2222222222222,42.2222222222222,1,1,,,,,,
6195 6196,6195 ROBY2A 69 6196 ROTN2A 69,6195,6196,1,69,0.09246,0.1416,42.2222222222222,42.2222222222222,1,1,,,,,,
6195 6661,6195 ROBY2A 69 6661 LONGWRTH2A 69,6195,6661,1,69,0.08638,0.11841,42.2222222222222,42.2222222222222,1,1,,,,,,
6197 6198,6197 CLRM2A 69 6198 CLARSUN2A 69,6197,6198,1,69,0.25477,0.20145,30,30,1,1,,,,,,
620 741,620 BOWIE8 138 741 DYEMOUND 138,620,741,1,138,0.007753,0.041418,275.555555555556,275.555555555556,1,1,,,,,,
6200 60366,6200 FTPP4B 138 60366 NEAS4A 138,6200,60366,1,138,0.00231,0.01369,305.555555555556,326.666666666667,1,1,,,,,,
6200 6222,6200 FTPP4B 138 6222 FTPP4A 138,6200,6222,1,138,0,1e-04,11110,11110,1,1,,,,,,
6201 6223,6201 ABNTHWST4B 138 6223 RAINEYCR4A 138,6201,6223,1,138,0.00174,0.01497,206.666666666667,265.555555555556,1,1,,,,,,
6201 6224,6201 ABNTHWST4B 138 6224 ABNTHWST2A 69,6201,6224,1,138,0.00193,0.08495,100,110,1,1,,,,,,
6201 6228,6201 ABNTHWST4B 138 6228 ABNTHWST4A 138,6201,6228,1,138,0,1e-04,11110,11110,1,1,,,,,,
6201 6255,6201 ABNTHWST4B 138 6255 ELMCRK4A 138,6201,6255,1,138,0.002123,0.011925,243.333333333333,274.444444444444,1,1,,,,,,
6202 6209,6202 ALBNY_FD2A 69 6209 MRAN2A 69,6202,6209,1,69,0.1164,0.15962,42.2222222222222,42.2222222222222,1,1,,,,,,
6202 6213,6202 ALBNY_FD2A 69 6213 WCTMWDT 69,6202,6213,1,69,0.03278,0.04495,42.2222222222222,42.2222222222222,1,1,,,,,,
6202 69009,6202 ALBNY_FD2A 69 69009 ALBNY_FD1A 12,6202,69009,1,69,0.037847,0.5675,23.3333333333333,23.3333333333333,1,1,,,,,,
6202 906752,6202 ALBNY_FD2A 69 906752 ALBNY_FD2A 69,6202,906752,1,69,0,1e-04,11110,11110,1,1,,,,,,
6204 6205,6204 WOOD2A 69 6205 THRM2A 69,6204,6205,1,69,0.0526,0.08061,42.2222222222222,42.2222222222222,1,1,,,,,,
6205 6206,6205 THRM2A 69 6206 BUSHKNOB2A 69,6205,6206,1,69,0.05475,0.07544,42.2222222222222,42.2222222222222,1,1,,,,,,
6206 6207,6206 BUSHKNOB2A 69 6207 ALBANY2A 69,6206,6207,1,69,0.3315,0.457139,42.2222222222222,42.2222222222222,1,1,,,,,,
6207 60398,6207 ALBANY2A 69 60398 FTGRIFFI2A 69,6207,60398,1,69,0.001354,0.007473,122.222222222222,153.333333333333,1,1,,,,,,
6208 6212,6208 WCTMWDT2 69 6212 WCTMWD12 69,6208,6212,1,69,0.04985,0.04799,33.3333333333333,33.3333333333333,1,1,,,,,,
6208 6213,6208 WCTMWDT2 69 6213 WCTMWDT 69,6208,6213,1,69,0,1e-04,11110,11110,1,1,,,,,,
6208 6214,6208 WCTMWDT2 69 6214 ALBANYT12A 69,6208,6214,1,69,0.03927,0.0378,33.3333333333333,33.3333333333333,1,1,,,,,,
6209 60426,6209 MRAN2A 69 60426 HULLTOWN2A 69,6209,60426,1,69,0,1e-04,542.222222222222,542.222222222222,1,1,,,,,,
6209 6307,6209 MRAN2A 69 6307 PUTN2A 69,6209,6307,1,69,0.15384,0.210899,42.2222222222222,42.2222222222222,1,1,,,,,,
621 620,621 BOWIE9 69 620 BOWIE8 138,621,620,1,138,0.01193,0.198,44.4444444444444,44.4444444444444,1,1,,,,,,
621 632,621 BOWIE9 69 632 JOHNSONSW 69,621,632,1,69,0.007812,0.051486,218.888888888889,218.888888888889,1,1,,,,,,
6210 6214,6210 HUB22A 69 6214 ALBANYT12A 69,6210,6214,1,69,0.04395,0.10258,67.7777777777778,67.7777777777778,1,1,,,,,,
6211 6219,6211 SPILLWA2A 69 6219 NUGE2A 69,6211,6219,1,69,0.05108,0.04055,33,33,1,1,,,,,,
6211 6220,6211 SPILLWA2A 69 6220 PHANPMPT2A 69,6211,6220,1,69,0.01222,0.02852,67.7777777777778,67.7777777777778,1,1,,,,,,
6213 60398,6213 WCTMWDT 69 60398 FTGRIFFI2A 69,6213,60398,1,69,0.026321,0.036091,42.2222222222222,42.2222222222222,1,1,,,,,,
6214 60398,6214 ALBANYT12A 69 60398 FTGRIFFI2A 69,6214,60398,1,69,0.013897,0.032457,67.7777777777778,67.7777777777778,1,1,,,,,,
6215 6220,6215 ROBRSTAP2A 69 6220 PHANPMPT2A 69,6215,6220,1,69,0.01057,0.03441,83.3333333333333,83.3333333333333,1,1,,,,,,
6215 6221,6215 ROBRSTAP2A 69 6221 RAINEYCR2A 69,6215,6221,1,69,0.01877,0.06111,83.3333333333333,83.3333333333333,1,1,,,,,,
6215 6245,6215 ROBRSTAP2A 69 6245 ROBERSON2A 69,6215,6245,1,69,0.0269,0.03744,42.2222222222222,42.2222222222222,1,1,,,,,,
6216 170249,6216 BLF_CRK4A 138 170249 PONY_3_8 138,6216,170249,1,138,0.00016,0.00137,337.777777777778,337.777777777778,1,1,,,,,,
6216 170250,6216 BLF_CRK4A 138 170250 PONY_4_8 138,6216,170250,1,138,0.00013,0.00098,533.333333333333,533.333333333333,1,1,,,,,,
6216 180457,6216 BLF_CRK4A 138 180457 H_HOLLOW_1_8 138,6216,180457,1,138,0.000165,0.001065,257.777777777778,271.111111111111,1,1,,,,,,
6216 60075,6216 BLF_CRK4A 138 60075 BLCKDUM1 1,6216,60075,1,138,0.00018,0.00139,831.111111111111,946.666666666667,1,1,,,,,,
6216 66216,6216 BLF_CRK4A 138 66216 BLF_CRK4B 138,6216,66216,1,138,0,1e-04,11110,11110,1,1,,,,,,
6216 66217,6216 BLF_CRK4A 138 66217 BLF_CRK4C 138,6216,66217,1,138,0,1e-04,11110,11110,1,1,,,,,,
6217 6220,6217 FTPHPUMP2A 69 6220 PHANPMPT2A 69,6217,6220,1,69,0.01041,0.01444,42.2222222222222,42.2222222222222,1,1,,,,,,
6218 6219,6218 NUGENT2A 69 6219 NUGE2A 69,6218,6219,1,69,0.090205,0.09382,25.6333333333333,25.6333333333333,1,1,,,,,,
6219 6243,6219 NUGE2A 69 6243 CLFK2A 69,6219,6243,1,69,0.01548,0.01229,35,35,1,1,,,,,,
6221 6244,6221 RAINEYCR2A 69 6244 WALNTTAP2A 69,6221,6244,1,69,0.00781,0.02497,83.3333333333333,83.3333333333333,1,1,,,,,,
6221 6276,6221 RAINEYCR2A 69 6276 ABEAST2A 69,6221,6276,1,69,0.01555,0.054,83.3333333333333,83.3333333333333,1,1,,,,,,
6222 6223,6222 FTPP4A 138 6223 RAINEYCR4A 138,6222,6223,1,138,0.00215,0.01864,297.777777777778,301.111111111111,1,1,,,,,,
6222 6291,6222 FTPP4A 138 6291 AILEEN2A 138,6222,6291,1,138,0.003043,0.026183,305.555555555556,305.555555555556,1,1,,,,,,
6224 6225,6224 ABNTHWST2A 69 6225 ABNTHWST2B 69,6224,6225,1,69,0,1e-04,11110,11110,1,1,,,,,,
6224 6236,6224 ABNTHWST2A 69 6236 ONYXREA2A 69,6224,6236,1,69,0.01645,0.05355,58.8888888888889,65.5555555555556,1,1,,,,,,
6224 6239,6224 ABNTHWST2A 69 6239 VOGELTAP2A 69,6224,6239,1,69,0.00731,0.02336,83.3333333333333,83.3333333333333,1,1,,,,,,
6225 60405,6225 ABNTHWST2B 69 60405 CAPELLA2A 69,6225,60405,1,69,0.01783,0.11845,293.333333333333,297.777777777778,1,1,,,,,,
6225 6228,6225 ABNTHWST2B 69 6228 ABNTHWST4A 138,6225,6228,1,138,0.00318,0.09285,101.777777777778,111.955555555556,1,1,,,,,,
6225 6253,6225 ABNTHWST2B 69 6253 ELMCRK2A 69,6225,6253,1,69,0.01698,0.04595,74.4444444444445,74.4444444444445,1,1,,,,,,
6228 60387,6228 ABNTHWST4A 138 60387 HENDRICK4A 138,6228,60387,1,138,0.035841,0.144476,407.777777777778,407.777777777778,1,1,,,,,,
6228 6229,6228 ABNTHWST4A 138 6229 CALLAHAN4A 138,6228,6229,1,138,0.02622,0.07935,150,150,1,1,,,,,,
6228 6288,6228 ABNTHWST4A 138 6288 MULBERRY4D 138,6228,6288,1,138,0.00104,0.00976,302.222222222222,351.111111111111,1,1,,,,,,
6229 180352,6229 CALLAHAN4A 138 180352 CALLAHAN_1_8 138,6229,180352,1,138,0,1e-04,11110,11110,1,1,,,,,,
6229 6335,6229 CALLAHAN4A 138 6335 OAKC4A 138,6229,6335,1,138,0.034046,0.114711,150,150,1,1,,,,,,
6230 60040,6230 ABMULCE7 345 60040 BLF_CRK7A 345,6230,60040,1,345,0.00148,0.01354,796.666666666667,876.666666666667,1,1,,,,,,
6230 6233,6230 ABMULCE7 345 6233 AMCEDUM 1,6230,6233,1,345,4.0722e-05,-0.00733,287.777777777778,311.111111111111,1,1,,,,,,
6230 6235,6230 ABMULCE7 345 6235 ABMULCW7 345,6230,6235,1,345,0,1e-04,11110,11110,1,1,,,,,,
6231 6234,6231 MULBERRY4A 138 6234 AMCWDUM 1,6231,6234,1,138,7.9999e-05,-0.01032,287.777777777778,311.111111111111,1,1,,,,,,
6231 6287,6231 MULBERRY4A 138 6287 MULBERRY4B 138,6231,6287,1,138,2.78074866310161e-08,0.00155739037433155,11427.7777777778,11427.7777777778,1,1,,,,,,
6232 6233,6232 MULBERRY4C 138 6233 AMCEDUM 1,6232,6233,1,138,0.00066,0.0528,287.777777777778,311.111111111111,1,1,,,,,,
6232 6288,6232 MULBERRY4C 138 6288 MULBERRY4D 138,6232,6288,1,138,2.78074866310161e-08,0.00155739037433155,11427.7777777778,11427.7777777778,1,1,,,,,,
6235 11420,6235 ABMULCW7 345 11420 SWEETEAST_5 345,6235,11420,1,345,0.0013,0.01128,1104.44444444444,1104.44444444444,1,1,,,,,,
6235 6234,6235 ABMULCW7 345 6234 AMCWDUM 1,6235,6234,1,345,0.00047059,0.054421,287.777777777778,311.111111111111,1,1,,,,,,
6236 6237,6236 ONYXREA2A 69 6237 ONYS2A 69,6236,6237,1,69,0.01688,0.02337,42.2222222222222,42.2222222222222,1,1,,,,,,
6236 6388,6236 ONYXREA2A 69 6388 QUAINT2A 69,6236,6388,1,69,0.016875,0.023371,42.2222222222222,42.2222222222222,1,1,,,,,,
6237 906789,6237 ONYS2A 69 906789 ONYS2A 69,6237,906789,1,69,0,1e-04,11110,11110,1,1,,,,,,
6237 906805,6237 ONYS2A 69 906805 DELT2A 69,6237,906805,1,69,0.01209,0.01674,42.2222222222222,42.2222222222222,1,1,,,,,,
6238 6248,6238 EXHA2A 69 6248 HAWEXXN2A 69,6238,6248,1,69,0.00897,0.01247,42.2222222222222,42.2222222222222,1,1,,,,,,
6238 6249,6238 EXHA2A 69 6249 DELT2A 69,6238,6249,1,69,0.04967,0.06879,42.2222222222222,42.2222222222222,1,1,,,,,,
6238 6388,6238 EXHA2A 69 6388 QUAINT2A 69,6238,6388,1,69,0.052338,0.084173,42.2222222222222,42.2222222222222,1,1,,,,,,
6239 6240,6239 VOGELTAP2A 69 6240 VOGELSTR2A 69,6239,6240,1,69,0.00902,0.02937,83.3333333333333,83.3333333333333,1,1,,,,,,
6239 6244,6239 VOGELTAP2A 69 6244 WALNTTAP2A 69,6239,6244,1,69,0.0089,0.02847,83.3333333333333,83.3333333333333,1,1,,,,,,
6242 60405,6242 MERK2A 69 60405 CAPELLA2A 69,6242,60405,1,69,0.05546,0.07789,42.2222222222222,42.2222222222222,1,1,,,,,,
6242 6246,6242 MERK2A 69 6246 MKLT2A 69,6242,6246,1,69,0.0507,0.07055,42.2222222222222,42.2222222222222,1,1,,,,,,
6243 6388,6243 CLFK2A 69 6388 QUAINT2A 69,6243,6388,1,69,0.132878,0.105501,30,30,1,1,,,,,,
6243 906789,6243 CLFK2A 69 906789 ONYS2A 69,6243,906789,1,69,0.13288,0.1055,30,30,1,1,,,,,,
6244 906837,6244 WALNTTAP2A 69 906837 ABWALNUT2A 69,6244,906837,1,69,0.01373,0.03252,66.6666666666667,66.6666666666667,1,1,,,,,,
6246 6247,6246 MKLT2A 69 6247 TRNT2A 69,6246,6247,1,69,0.0341,0.04739,42.2222222222222,42.2222222222222,1,1,,,,,,
6246 6252,6246 MKLT2A 69 6252 SCOTT2A 69,6246,6252,1,69,0.024171,0.046321,38.5111111111111,38.5111111111111,1,1,,,,,,
6248 60430,6248 HAWEXXN2A 69 60430 ZELO2A 69,6248,60430,1,69,0.00897,0.01247,42.2222222222222,42.2222222222222,1,1,,,,,,
6249 60335,6249 DELT2A 69 60335 WHITEAKR2A 69,6249,60335,1,69,0.015233,0.02807,38.5111111111111,38.5111111111111,1,1,,,,,,
6249 60430,6249 DELT2A 69 60430 ZELO2A 69,6249,60430,1,69,0.04967,0.06879,42.2222222222222,42.2222222222222,1,1,,,,,,
6249 6388,6249 DELT2A 69 6388 QUAINT2A 69,6249,6388,1,69,0.002673,0.015384,271.111111111111,271.111111111111,1,1,,,,,,
6249 906805,6249 DELT2A 69 906805 DELT2A 69,6249,906805,1,69,0,1e-04,11110,11110,1,1,,,,,,
625 2556,625 CRAIGRANCH 138 2556 CRGRNCH2_8 138,625,2556,1,138,0.000249,0.003323,791.111111111111,791.111111111111,1,1,,,,,,
625 626,625 CRAIGRANCH 138 626 CRAIGRNCH2 138,625,626,1,138,0,1e-04,11110,11110,1,1,,,,,,
6251 60405,6251 ELY2A 69 60405 CAPELLA2A 69,6251,60405,1,69,0.016327,0.031289,265.555555555556,265.555555555556,1,1,,,,,,
6253 6255,6253 ELMCRK2A 69 6255 ELMCRK4A 138,6253,6255,1,138,0.0024,0.09397,101.888888888889,112.077777777778,1,1,,,,,,
6253 6266,6253 ELMCRK2A 69 6266 ARNT2A 69,6253,6266,1,69,0.0098,0.03189,83.3333333333333,83.3333333333333,1,1,,,,,,
6253 6270,6253 ELMCRK2A 69 6270 SHELTONS2A 69,6253,6270,1,69,0.00713,0.03812,137.777777777778,195.555555555556,1,1,,,,,,
6255 6256,6255 ELMCRK4A 138 6256 TWILIGHT4A 138,6255,6256,1,138,0.0033,0.01811,232.222222222222,232.222222222222,1,1,,,,,,
6255 6772,6255 ELMCRK4A 138 6772 ABIP4A 138,6255,6772,1,138,0.00071,0.00605,320,320,1,1,,,,,,
6256 6257,6256 TWILIGHT4A 138 6257 REBECCA4A 138,6256,6257,1,138,0.001248,0.007095,246.666666666667,246.666666666667,1,1,,,,,,
6257 6261,6257 REBECCA4A 138 6261 WYLE4A 138,6257,6261,1,138,0.001427,0.008114,246.666666666667,246.666666666667,1,1,,,,,,
6258 6260,6258 SOUTHABI2A 69 6260 SOUTHABI4A 138,6258,6260,1,138,0.00282,0.10144,100,110,1,1,,,,,,
6258 6268,6258 SOUTHABI2A 69 6268 HARTFRDT2A 69,6258,6268,1,69,0.02729,0.08954,83.3333333333333,83.3333333333333,1,1,,,,,,
6258 6272,6258 SOUTHABI2A 69 6272 OVERSTRE2A 69,6258,6272,1,69,0.02388,0.07842,83.3333333333333,83.3333333333333,1,1,,,,,,
6258 6636,6258 SOUTHABI2A 69 6636 SOUTHABI2B 69,6258,6636,1,69,0,1e-04,11110,11110,1,1,,,,,,
626 2534,626 CRAIGRNCH2 138 2534 CRGRNCH1_8 138,626,2534,1,138,0.000249,0.003323,791.111111111111,791.111111111111,1,1,,,,,,
6260 60355,6260 SOUTHABI4A 138 60355 VINSON4A 138,6260,60355,1,138,0.00907,0.01387,131.111111111111,137.777777777778,1,1,,,,,,
6260 6290,6260 SOUTHABI4A 138 6290 MAPLESTR4A 138,6260,6290,1,138,0.00324,0.018,232.222222222222,232.222222222222,1,1,,,,,,
6260 6293,6260 SOUTHABI4A 138 6293 CANYONRO4A 138,6260,6293,1,138,0.00132,0.0076,232.222222222222,232.222222222222,1,1,,,,,,
6260 6315,6260 SOUTHABI4A 138 6315 SHARPTAP4A 138,6260,6315,1,138,0.000125,0.000721,226.666666666667,232.222222222222,1,1,,,,,,
6260 66217,6260 SOUTHABI4A 138 66217 BLF_CRK4C 138,6260,66217,1,138,0.009915,0.07345,500,532.222222222222,1,1,,,,,,
6260 76317,6260 SOUTHABI4A 138 76317 L_MOORE_8_1Y 138,6260,76317,1,138,0.004058,0.0215,255.555555555556,260,1,1,,,,,,
6261 6315,6261 WYLE4A 138 6315 SHARPTAP4A 138,6261,6315,1,138,0.000988,0.005646,232.222222222222,232.222222222222,1,1,,,,,,
6265 6266,6265 DYESS2AB2A 69 6266 ARNT2A 69,6265,6266,1,69,0.04107,0.03941,33.3333333333333,33.3333333333333,1,1,,,,,,
6265 906830,6265 DYESS2AB2A 69 906830 DYESS3AB2A 69,6265,906830,1,69,0.01338,0.0319,66.6666666666667,66.6666666666667,1,1,,,,,,
6266 6267,6266 ARNT2A 69 6267 HARTFORD2A 69,6266,6267,1,69,0.00848,0.02759,83.3333333333333,83.3333333333333,1,1,,,,,,
6267 6268,6267 HARTFORD2A 69 6268 HARTFRDT2A 69,6267,6268,1,69,0.00702,0.02284,83.3333333333333,83.3333333333333,1,1,,,,,,
6268 6273,6268 HARTFRDT2A 69 6273 ABDY1TAP2A 69,6268,6273,1,69,0.02238,0.031,42.2222222222222,42.2222222222222,1,1,,,,,,
6269 6273,6269 DYESS1AB2A 69 6273 ABDY1TAP2A 69,6269,6273,1,69,0.00013,0.00031,66.6666666666667,66.6666666666667,1,1,,,,,,
6270 6271,6270 SHELTONS2A 69 6271 MCMURRY2A 69,6270,6271,1,69,0.007118,0.023129,83.3333333333333,83.3333333333333,1,1,,,,,,
6270 6278,6270 SHELTONS2A 69 6278 ABPLTTP2A 69,6270,6278,1,69,0.01601,0.04202,74.4444444444445,74.4444444444445,1,1,,,,,,
6271 6272,6271 MCMURRY2A 69 6272 OVERSTRE2A 69,6271,6272,1,69,0.007656,0.019159,65.5555555555556,65.5555555555556,1,1,,,,,,
6272 6282,6272 OVERSTRE2A 69 6282 ABPOWERS2A 69,6272,6282,1,69,0.02222,0.0748,88.8888888888889,88.8888888888889,1,1,,,,,,
6273 6274,6273 ABDY1TAP2A 69 6274 DYESS3AB2A 69,6273,6274,1,69,0.01003,0.02393,66.6666666666667,66.6666666666667,1,1,,,,,,
6274 906830,6274 DYESS3AB2A 69 906830 DYESS3AB2A 69,6274,906830,1,69,0,1e-04,11110,11110,1,1,,,,,,
6275 6290,6275 ABEAST4A 138 6290 MAPLESTR4A 138,6275,6290,1,138,0.00314,0.01756,232.222222222222,232.222222222222,1,1,,,,,,
6275 6291,6275 ABEAST4A 138 6291 AILEEN2A 138,6275,6291,1,138,0.000848,0.007294,494.166666666667,494.166666666667,1,1,,,,,,
6275 906871,6275 ABEAST4A 138 906871 PUTN4B 138,6275,906871,1,138,0.020912,0.115178,390,390,1,1,,,,,,
6276 6275,6276 ABEAST2A 69 6275 ABEAST4A 138,6276,6275,1,138,0.00491,0.10025,93.3333333333333,103.333333333333,1,1,,,,,,
6276 6278,6276 ABEAST2A 69 6278 ABPLTTP2A 69,6276,6278,1,69,0.00341,0.01774,116.666666666667,116.666666666667,1,1,,,,,,
6276 6281,6276 ABEAST2A 69 6281 ABWALNUT2A 69,6276,6281,1,69,0.01457,0.04792,83.3333333333333,83.3333333333333,1,1,,,,,,
6277 6275,6277 ABEAST2B 69 6275 ABEAST4A 138,6277,6275,1,138,0.00498,0.12417,70,76.6666666666667,1,1,,,,,,
6277 6282,6277 ABEAST2B 69 6282 ABPOWERS2A 69,6277,6282,1,69,0.00386,0.02092,116.666666666667,116.666666666667,1,1,,,,,,
6278 906840,6278 ABPLTTP2A 69 906840 ABPOWERS2A 69,6278,906840,1,69,0.00104,0.00289,61.1111111111111,74.4444444444445,1,1,,,,,,
628 2568,628 SPRINGCRK 138 2568 PL_COMM1_8 138,628,2568,1,138,1e-05,1e-04,383.333333333333,383.333333333333,1,1,,,,,,
628 903474,628 SPRINGCRK 138 903474 PL_COMM2_8 138,628,903474,1,138,1e-05,1e-04,383.333333333333,383.333333333333,1,1,,,,,,
6281 906837,6281 ABWALNUT2A 69 906837 ABWALNUT2A 69,6281,906837,1,69,0,1e-04,11110,11110,1,1,,,,,,
6282 6283,6282 ABPOWERS2A 69 6283 ABOM2A 69,6282,6283,1,69,0.0122,0.01753,42.2222222222222,42.2222222222222,1,1,,,,,,
6282 6301,6282 ABPOWERS2A 69 6301 ELMDALE2A 69,6282,6301,1,69,0.01343,0.07163,125.555555555556,158.888888888889,1,1,,,,,,
6282 906840,6282 ABPOWERS2A 69 906840 ABPOWERS2A 69,6282,906840,1,69,0,1e-04,11110,11110,1,1,,,,,,
6283 60394,6283 ABOM2A 69 60394 SAWGRASS2A 69,6283,60394,1,69,0.050891,0.079356,42.2222222222222,42.2222222222222,1,1,,,,,,
6283 6284,6283 ABOM2A 69 6284 ABWTGUT2 69,6283,6284,1,69,0.05089,0.07936,42.2222222222222,42.2222222222222,1,1,,,,,,
6283 6286,6283 ABOM2A 69 6286 OILMILL2A 69,6283,6286,1,69,0.00173,0.00567,83.3333333333333,83.3333333333333,1,1,,,,,,
6284 6285,6284 ABWTGUT2 69 6285 WTEXGULF2A 69,6284,6285,1,69,0.03493,0.02768,30,30,1,1,,,,,,
6284 6636,6284 ABWTGUT2 69 6636 SOUTHABI2B 69,6284,6636,1,69,0.02102,0.037364,42.2222222222222,42.2222222222222,1,1,,,,,,
6285 60394,6285 WTEXGULF2A 69 60394 SAWGRASS2A 69,6285,60394,1,69,0.03493,0.02768,30,30,1,1,,,,,,
6287 6288,6287 MULBERRY4B 138 6288 MULBERRY4D 138,6287,6288,1,138,0,1e-04,11110,11110,1,1,,,,,,
6287 6772,6287 MULBERRY4B 138 6772 ABIP4A 138,6287,6772,1,138,0.00183,0.01579,301.111111111111,301.111111111111,1,1,,,,,,
629 2370,629 ROMANJUAREZ 138 2370 COLLINSS1_8 138,629,2370,1,138,0.00799,0.008038,383.333333333333,383.333333333333,1,1,,,,,,
629 2518,629 ROMANJUAREZ 138 2518 COLONY_8 138,629,2518,1,138,0.000931,0.01512,383.333333333333,383.333333333333,1,1,,,,,,
629 33629,629 ROMANJUAREZ 138 33629 ROMANJUAREZ2 138,629,33629,1,138,0,1e-04,11110,11110,1,1,,,,,,
6292 60366,6292 COUNTRYC4A 138 60366 NEAS4A 138,6292,60366,1,138,0.00669,0.03682,246.666666666667,275.833333333333,1,1,,,,,,
6292 6293,6292 COUNTRYC4A 138 6293 CANYONRO4A 138,6292,6293,1,138,0.00087,0.00498,182.222222222222,200,1,1,,,,,,
6295 6294,6295 SRC1TERT 13.2 6294 SRC1DUM 1,6295,6294,1,13.2,-0.00036,0.20877,313.333333333333,358.888888888889,1,1,,,,,,
6300 6303,6300 WTU_DNTV2A 69 6303 DENTONT2 69,6300,6303,1,69,0.126743,0.161586,29.3444444444445,29.3444444444445,1,1,,,,,,
6301 6302,6301 ELMDALE2A 69 6302 CLYDMGT2 69,6301,6302,1,69,0.00853,0.04544,125.555555555556,158.888888888889,1,1,,,,,,
6302 6303,6302 CLYDMGT2 69 6303 DENTONT2 69,6302,6303,1,69,0.07938,0.07403,33.3333333333333,33.3333333333333,1,1,,,,,,
6302 6305,6302 CLYDMGT2 69 6305 CLYDE2A 69,6302,6305,1,69,0.01404,0.07482,125.555555555556,158.888888888889,1,1,,,,,,
6303 6304,6303 DENTONT2 69 6304 CLYDEMAG2 69,6303,6304,1,69,0.00143,0.00134,40,40,1,1,,,,,,
6305 6306,6305 CLYDE2A 69 6306 BAIRD2A 69,6305,6306,1,69,0.01927,0.10271,137.777777777778,165.555555555556,1,1,,,,,,
6306 6307,6306 BAIRD2A 69 6307 PUTN2A 69,6306,6307,1,69,0.03356,0.17888,137.777777777778,188.888888888889,1,1,,,,,,
6307 6312,6307 PUTN2A 69 6312 PUTM2A 69,6307,6312,1,69,0.00663,0.01573,66.6666666666667,66.6666666666667,1,1,,,,,,
6307 906867,6307 PUTN2A 69 906867 PUTN2A 69,6307,906867,1,69,0,1e-04,11110,11110,1,1,,,,,,
6307 906871,6307 PUTN2A 69 906871 PUTN4B 138,6307,906871,1,138,0.00278,0.09416,100,110,1,1,,,,,,
6309 60365,6309 PUTN4A 138 60365 ESTES4A 138,6309,60365,1,138,0.063262,0.103875,85.5555555555556,93.3333333333333,1,1,,,,,,
6309 6310,6309 PUTN4A 138 6310 PUTN4B 138,6309,6310,1,138,0,1e-04,11110,11110,1,1,,,,,,
